DATE_KEY,Year,Quarter,Month,Day,Sum of DAY,Sum of MONTH,MONTH_NAME,Sum of QUARTER,Sum of YEAR,DAY_NAME
e89a01c7beb66fd77ea090731710a12e,2011,Qtr 3,August,7,7,8,Augth,3,2011,Day
e8c0bfc4371d81db0dacde1b8fa393ca,2013,Qtr 1,January,19,19,1,Janth,1,2013,Day
e8e793c69d6c0688e51cf9bd1abe03b3,2012,Qtr 4,November,7,7,11,Novth,4,2012,Day
e904395773482ff67e248aa38929654a,2011,Qtr 1,February,27,27,2,Febth,1,2011,Day
e94c59408a716e0880e846ed2af22ab6,2011,Qtr 2,June,9,9,6,Junth,2,2011,Day
e9e022777a166797321214171f83507a,2011,Qtr 1,January,4,4,1,Janth,1,2011,Day
eb89b77c8ab43407829a31ec1c84f649,2011,Qtr 4,December,20,20,12,Decth,4,2011,Day
eb9a0a2ad203891ee4419d823051a34b,2011,Qtr 2,June,11,11,6,Junth,2,2011,Day
eba5233d2dd8ea5031e646882335ece0,2013,Qtr 2,May,4,4,5,Mayth,2,2013,Day
eba6cab7267f82e3b2a063d5ea445bb9,2013,Qtr 2,May,27,27,5,Mayth,2,2013,Day
ebce0865da088132946764a3527b5a4e,2012,Qtr 1,January,10,10,1,Janth,1,2012,Day
ec24e4cf9fcc90f3bbe81b2fb3735c21,2013,Qtr 4,November,13,13,11,Novth,4,2013,Day
ec3807bc691cff8019155b6bd6a3a85d,2011,Qtr 4,December,4,4,12,Decth,4,2011,Day
eca42dce13e2b8f5a7af58263fefeb0a,2012,Qtr 2,April,8,8,4,Aprth,2,2012,Day
ed14ee5e1bd1ca02f415796fc3f09c6a,2011,Qtr 1,February,19,19,2,Febth,1,2011,Day
ed268f8f3837888893f896b7240f1254,2013,Qtr 2,May,1,1,5,Mayth,2,2013,Day
ed67a38e51057f3df3dde5580357d4d9,2011,Qtr 1,January,1,1,1,Janth,1,2011,Day
ee0fcf6f6c7f398dea5b39f50af66f66,2011,Qtr 4,October,13,13,10,Octth,4,2011,Day
ee76080374845c1990834952499ba763,2012,Qtr 1,March,3,3,3,Marth,1,2012,Day
ee7b4e75b13596004256c5044792aa3c,2011,Qtr 3,September,5,5,9,Septh,3,2011,Day
eea5b3bd1bd5d5c62a1d22f78d3ba263,2013,Qtr 3,September,12,12,9,Septh,3,2013,Day
eedd9be5500334505ed9d4aef801ac3d,2013,Qtr 1,February,4,4,2,Febth,1,2013,Day
eee133049110ff4a6a9e42b5bf263b11,2011,Qtr 4,October,4,4,10,Octth,4,2011,Day
eef19d609e6d210600b55b2e51330be3,2012,Qtr 2,May,29,29,5,Mayth,2,2012,Day
eef21e68ecca703bb338920b950f203c,2013,Qtr 3,July,8,8,7,Julth,3,2013,Day
ef5bad66aa19ccfb82cacb73584b83ea,2013,Qtr 2,May,24,24,5,Mayth,2,2013,Day
ef6f862d87544c63e2c3dbb4d95a25a1,2012,Qtr 3,July,10,10,7,Julth,3,2012,Day
ef75419eb8c7f979c453315a1853bedc,2011,Qtr 4,November,28,28,11,Novth,4,2011,Day
efb944cb000716b997c2d0fb263d30ad,2011,Qtr 3,July,10,10,7,Julth,3,2011,Day
efe1c5e6e4edb477ce15d36dad6bbea3,2012,Qtr 3,August,30,30,8,Augth,3,2012,Day
efeeb9aa018e1010ee17c973765ea138,2012,Qtr 2,May,20,20,5,Mayth,2,2012,Day
f036f125fefcf3b1a561961fcdc80496,2011,Qtr 3,September,12,12,9,Septh,3,2011,Day
f04e53711455521533f4c5ed7dcaa287,2013,Qtr 1,February,22,22,2,Febth,1,2013,Day
f06fd077b6afc2d69af6e1e548da266d,2013,Qtr 4,November,8,8,11,Novth,4,2013,Day
f108e0cd2f96a0c22086f9d45ee08f19,2013,Qtr 2,June,26,26,6,Junth,2,2013,Day
f1877c1756a68271d12db39ddc87dad7,2012,Qtr 4,November,8,8,11,Novth,4,2012,Day
f1f6939ed2d920fdfc3de31d6a3d32ac,2012,Qtr 2,April,30,30,4,Aprth,2,2012,Day
f2a989663bc8d65aa827c90de8522a12,2011,Qtr 4,December,12,12,12,Decth,4,2011,Day
f3393c2fcf78ad71519178f1876f05b3,2012,Qtr 3,July,2,2,7,Julth,3,2012,Day
f369f42c17ebb621a3f39d4f45bb3068,2011,Qtr 4,October,31,31,10,Octth,4,2011,Day
f3743b367906f6735a01aa72d2cf8a5e,2011,Qtr 2,May,3,3,5,Mayth,2,2011,Day
f3a74234d20fe8b7fea9d1e61588ddde,2012,Qtr 1,March,22,22,3,Marth,1,2012,Day
f3cf78cac8ecb957d2c84eb7ec1a9c3c,2011,Qtr 4,November,19,19,11,Novth,4,2011,Day
f4452b45d360c31d145f01d4f37c6e05,2011,Qtr 2,June,12,12,6,Junth,2,2011,Day
f459baa887e18a3fb6af0118506f75a6,2012,Qtr 1,February,26,26,2,Febth,1,2012,Day
f4630495c408b1838e43e9291392dcdf,2012,Qtr 4,December,25,25,12,Decth,4,2012,Day
f46ace11e93788e473124f7be16a19d5,2013,Qtr 3,August,6,6,8,Augth,3,2013,Day
f476906875bc5d9abe836b4ea1f485c1,2013,Qtr 1,March,6,6,3,Marth,1,2013,Day
f4d4667dc106e39215fdb27a09c25150,2011,Qtr 4,October,26,26,10,Octth,4,2011,Day
f503064ebf1d6c48e58be9df2aa9a79b,2012,Qtr 3,September,2,2,9,Septh,3,2012,Day
f51bd0753a33f206ae6eb82577c92f80,2012,Qtr 4,December,11,11,12,Decth,4,2012,Day
f544b472453b297a8b55709fbfd3746d,2013,Qtr 4,November,16,16,11,Novth,4,2013,Day
f5933feadc49c253e4f0e77b236946e9,2013,Qtr 1,February,20,20,2,Febth,1,2013,Day
f5a02f7bc48083e48175f972314af8be,2011,Qtr 1,January,24,24,1,Janth,1,2011,Day
f5c31768618e3c8a7f1b3b755f08aa67,2011,Qtr 3,July,16,16,7,Julth,3,2011,Day
f5d822432c5ffbc58e8bd3ffc7607c1b,2012,Qtr 4,December,5,5,12,Decth,4,2012,Day
f5f4a24c43cdbbee05aff7941a939ee5,2011,Qtr 4,December,23,23,12,Decth,4,2011,Day
f67641ca977673896f765fef2e0d4486,2012,Qtr 3,September,9,9,9,Septh,3,2012,Day
f67ef19fd32e1f419c98c684dc9a20e0,2011,Qtr 3,August,5,5,8,Augth,3,2011,Day
f6a3074075f513ac39071601eaf0195a,2012,Qtr 4,October,10,10,10,Octth,4,2012,Day
f6fc4f2618f10629bd7f83026a77c035,2011,Qtr 3,July,23,23,7,Julth,3,2011,Day
f7004f672150f926791b3547ca9837cb,2012,Qtr 1,March,28,28,3,Marth,1,2012,Day
f75e5f8c15ca91ec5c869dc3881f574f,2013,Qtr 3,August,21,21,8,Augth,3,2013,Day
f799d104dd23bb828dcdaaefc4d25b61,2013,Qtr 1,February,17,17,2,Febth,1,2013,Day
f7b0a9ecc2f6023330b7a948b9e76688,2012,Qtr 4,December,6,6,12,Decth,4,2012,Day
f8018ae891e33dd2bfe3e20469c0de8f,2012,Qtr 2,May,23,23,5,Mayth,2,2012,Day
f8025d3776b5f7522a6120cb4e9e0783,2013,Qtr 3,July,18,18,7,Julth,3,2013,Day
f87821540a577f1c9a7d3e6ff2e77222,2011,Qtr 4,December,6,6,12,Decth,4,2011,Day
f88b3743a9ce1f9455b6de69380b486a,2013,Qtr 3,September,30,30,9,Septh,3,2013,Day
f8fc91862dc66c3aaaa0e65ff94d1479,2012,Qtr 4,November,1,1,11,Novth,4,2012,Day
f9160ced7c82c26576dae88d37ef543e,2011,Qtr 2,April,3,3,4,Aprth,2,2011,Day
f924afae9f4c724ae1a0a28c0959d2ed,2012,Qtr 3,August,4,4,8,Augth,3,2012,Day
f93a6ca5d224d7404ca783aa5a0c61c7,2011,Qtr 1,March,24,24,3,Marth,1,2011,Day
f96fbbcf63b1b65747983976e60d5967,2011,Qtr 1,March,5,5,3,Marth,1,2011,Day
f9906ac7d7d1241ad5c23eb95cf9c6e4,2011,Qtr 2,June,1,1,6,Junth,2,2011,Day
f990b5152ee42d12906765f468f9e605,2012,Qtr 3,July,12,12,7,Julth,3,2012,Day
f9ddb47946744febeaa9d83b982c0fdd,2011,Qtr 2,June,29,29,6,Junth,2,2011,Day
fa2c117fbfa874ac1c732417d5be02d3,2011,Qtr 3,August,14,14,8,Augth,3,2011,Day
fab7b0e87ea51ac9c36bc8aa60ee05bb,2012,Qtr 4,October,16,16,10,Octth,4,2012,Day
fbaf703299cbebd90f4ebe3575bd7ead,2011,Qtr 1,March,11,11,3,Marth,1,2011,Day
fc818380249389b9a3c3d3305d0d92a5,2011,Qtr 3,September,11,11,9,Septh,3,2011,Day
fc92d87f5fdfc4fdb58244cc592e3788,2012,Qtr 2,June,24,24,6,Junth,2,2012,Day
fcd5adae10c8b193e7f485daaca8edaf,2011,Qtr 3,August,2,2,8,Augth,3,2011,Day
fcf706c3e0fe93da0b11cc32b98eb22b,2012,Qtr 4,October,29,29,10,Octth,4,2012,Day
fd23826ef02908bf7404839a32ae44b4,2012,Qtr 4,October,9,9,10,Octth,4,2012,Day
fd2d4f3c923f907724bbdb60a26a944e,2012,Qtr 1,January,18,18,1,Janth,1,2012,Day
fd5ba6fdeb81e07b2caf0b103489bd8d,2013,Qtr 4,November,29,29,11,Novth,4,2013,Day
fda052162862bb845297063fd71a580c,2013,Qtr 2,April,30,30,4,Aprth,2,2013,Day
fdc1a11f11cd643200d6bfb5eb92100e,2012,Qtr 4,December,18,18,12,Decth,4,2012,Day
fdc720a8abaa222620409b00b4e00cc2,2012,Qtr 1,March,5,5,3,Marth,1,2012,Day
fde67888c64f701b59876ec559099b3e,2013,Qtr 2,May,8,8,5,Mayth,2,2013,Day
fdf68f0ae4edf12f9c0572d684f6fb6b,2011,Qtr 1,January,25,25,1,Janth,1,2011,Day
fe1fd19c021e78ec395980c2e347865e,2013,Qtr 4,October,26,26,10,Octth,4,2013,Day
fe79f48f1af975659b09282772273c5f,2011,Qtr 3,July,1,1,7,Julth,3,2011,Day
feac3e52d8032301cde96120a3dfe0d4,2012,Qtr 2,April,1,1,4,Aprth,2,2012,Day
fee42f8d62443b64a7e92c5e13c2fffe,2012,Qtr 3,July,3,3,7,Julth,3,2012,Day
fee8e08233f3f00450bce31967abb0f1,2013,Qtr 4,November,23,23,11,Novth,4,2013,Day
fef3080ec197edd1a04bb18afd31d16d,2013,Qtr 2,April,4,4,4,Aprth,2,2013,Day
ff2bf25190a8fcdee3d17552f1914d11,2012,Qtr 3,August,25,25,8,Augth,3,2012,Day
ff6b0fd180b0673e54be5105922418c2,2012,Qtr 1,March,10,10,3,Marth,1,2012,Day
ff865f6f4949cd6d631d069a4268d9aa,2012,Qtr 1,February,28,28,2,Febth,1,2012,Day
ff9b4d639b22897f1c0256881eeb8643,2012,Qtr 4,October,24,24,10,Octth,4,2012,Day
fff3c307c93eda1eb91d53ca588846fe,2013,Qtr 4,November,9,9,11,Novth,4,2013,Day
fffd2144f47526eeb222541136a47d44,2012,Qtr 1,March,6,6,3,Marth,1,2012,Day
